metric_name,timestamp,metric_value
s3.data_transfer,2019-12-02 19:00:00,6546.824
s3.data_transfer,2019-12-02 20:00:00,3035.578
s3.data_transfer,2019-12-02 21:00:00,6358.61
s3.data_transfer,2019-12-02 22:00:00,1199.257
s3.data_transfer,2019-12-02 23:00:00,6095.104
s3.data_transfer,2019-12-03 00:00:00,10956.04
s3.data_transfer,2019-12-03 01:00:00,8778.949
s3.data_transfer,2019-12-03 02:00:00,8432.268
s3.data_transfer,2019-12-03 03:00:00,29627.266
s3.data_transfer,2019-12-03 04:00:00,22876.854
s3.data_transfer,2019-12-03 05:00:00,23717.967
s3.data_transfer,2019-12-03 06:00:00,28548.792
s3.data_transfer,2019-12-03 07:00:00,23993.192
s3.data_transfer,2019-12-03 08:00:00,13905.924
s3.data_transfer,2019-12-03 09:00:00,9690.01
s3.data_transfer,2019-12-03 10:00:00,29001.923
s3.data_transfer,2019-12-03 11:00:00,16903.923
s3.data_transfer,2019-12-03 12:00:00,8339.668
s3.data_transfer,2019-12-03 13:00:00,32033.67
s3.data_transfer,2019-12-03 14:00:00,33082.215
s3.data_transfer,2019-12-03 15:00:00,30888.777
s3.data_transfer,2019-12-03 16:00:00,32754.198
s3.data_transfer,2019-12-03 17:00:00,47428.238
s3.data_transfer,2019-12-03 18:00:00,14962.443
s3.data_transfer,2019-12-03 19:00:00,10080.261
s3.data_transfer,2019-12-03 20:00:00,14109.708
s3.data_transfer,2019-12-03 21:00:00,3525.359
s3.data_transfer,2019-12-03 22:00:00,1755.803
s3.data_transfer,2019-12-03 23:00:00,13224.782
s3.data_transfer,2019-12-04 00:00:00,6490.42
s3.data_transfer,2019-12-04 01:00:00,3827.377
s3.data_transfer,2019-12-04 02:00:00,6708.741
s3.data_transfer,2019-12-04 03:00:00,22643.879
s3.data_transfer,2019-12-04 04:00:00,16213.888
s3.data_transfer,2019-12-04 05:00:00,13350.186
s3.data_transfer,2019-12-04 06:00:00,26862.485
s3.data_transfer,2019-12-04 07:00:00,31454.346
s3.data_transfer,2019-12-04 08:00:00,26503.612
s3.data_transfer,2019-12-04 09:00:00,32050.79
s3.data_transfer,2019-12-04 10:00:00,24781.647
s3.data_transfer,2019-12-04 11:00:00,47028.174
s3.data_transfer,2019-12-04 12:00:00,11065.514
s3.data_transfer,2019-12-04 13:00:00,9913.986
s3.data_transfer,2019-12-04 14:00:00,53967.822
s3.data_transfer,2019-12-04 15:00:00,16916.913
s3.data_transfer,2019-12-04 16:00:00,35967.196
s3.data_transfer,2019-12-04 17:00:00,15388.331
s3.data_transfer,2019-12-04 18:00:00,19566.395
s3.data_transfer,2019-12-04 19:00:00,4747.602
s3.data_transfer,2019-12-04 20:00:00,14633.959
s3.data_transfer,2019-12-04 21:00:00,6163.91
s3.data_transfer,2019-12-04 22:00:00,1965.562
s3.data_transfer,2019-12-04 23:00:00,15618.943
s3.data_transfer,2019-12-05 00:00:00,6688.905
s3.data_transfer,2019-12-05 01:00:00,16939.653
s3.data_transfer,2019-12-05 02:00:00,11945.284
s3.data_transfer,2019-12-05 03:00:00,28582.442
s3.data_transfer,2019-12-05 04:00:00,15565.374
s3.data_transfer,2019-12-05 05:00:00,15011.099
s3.data_transfer,2019-12-05 06:00:00,13122.281
s3.data_transfer,2019-12-05 07:00:00,15865.279
s3.data_transfer,2019-12-05 08:00:00,37816.933
s3.data_transfer,2019-12-05 09:00:00,18823.886
s3.data_transfer,2019-12-05 10:00:00,6286.769
s3.data_transfer,2019-12-05 11:00:00,9580.652
s3.data_transfer,2019-12-05 12:00:00,29037.256
s3.data_transfer,2019-12-05 13:00:00,9493.112
s3.data_transfer,2019-12-05 14:00:00,26290.868
s3.data_transfer,2019-12-05 15:00:00,52264.721
s3.data_transfer,2019-12-05 16:00:00,31741.793
s3.data_transfer,2019-12-05 17:00:00,23829.006
s3.data_transfer,2019-12-05 18:00:00,15730.216
s3.data_transfer,2019-12-05 19:00:00,1825.188
s3.data_transfer,2019-12-05 20:00:00,7013.395
s3.data_transfer,2019-12-05 21:00:00,7178.44
s3.data_transfer,2019-12-05 22:00:00,2940.131
s3.data_transfer,2019-12-05 23:00:00,2454.352
s3.data_transfer,2019-12-06 00:00:00,4069.424
s3.data_transfer,2019-12-06 01:00:00,18067.343
s3.data_transfer,2019-12-06 02:00:00,22072.943
s3.data_transfer,2019-12-06 03:00:00,12858.256
s3.data_transfer,2019-12-06 04:00:00,15299.823
s3.data_transfer,2019-12-06 05:00:00,23578.782
s3.data_transfer,2019-12-06 06:00:00,37308.387
s3.data_transfer,2019-12-06 07:00:00,26224.466
s3.data_transfer,2019-12-06 08:00:00,56619.095
s3.data_transfer,2019-12-06 09:00:00,23165.198
s3.data_transfer,2019-12-06 10:00:00,13717.039
s3.data_transfer,2019-12-06 11:00:00,8728.679
s3.data_transfer,2019-12-06 12:00:00,16726.983
s3.data_transfer,2019-12-06 13:00:00,27825.693
s3.data_transfer,2019-12-06 14:00:00,15585.617
s3.data_transfer,2019-12-06 15:00:00,20273.532
s3.data_transfer,2019-12-06 16:00:00,28153.399
s3.data_transfer,2019-12-06 17:00:00,19818.936
s3.data_transfer,2019-12-06 18:00:00,18489.055
s3.data_transfer,2019-12-06 19:00:00,8577.177
s3.data_transfer,2019-12-06 20:00:00,6544.211
s3.data_transfer,2019-12-06 21:00:00,1007.089
s3.data_transfer,2019-12-06 22:00:00,19852.637
s3.data_transfer,2019-12-06 23:00:00,3578.062
s3.data_transfer,2019-12-07 00:00:00,24045.034
s3.data_transfer,2019-12-07 01:00:00,1858.262
s3.data_transfer,2019-12-07 02:00:00,50017.644
s3.data_transfer,2019-12-07 03:00:00,47690.969
s3.data_transfer,2019-12-07 04:00:00,14693.455
s3.data_transfer,2019-12-07 05:00:00,16669.687
s3.data_transfer,2019-12-07 06:00:00,9174.552
s3.data_transfer,2019-12-07 07:00:00,45457.292
s3.data_transfer,2019-12-07 08:00:00,17875.145
s3.data_transfer,2019-12-07 09:00:00,20463.203
s3.data_transfer,2019-12-07 10:00:00,9343.664
s3.data_transfer,2019-12-07 11:00:00,34863.916
s3.data_transfer,2019-12-07 12:00:00,23412.556
s3.data_transfer,2019-12-07 13:00:00,12610.398
s3.data_transfer,2019-12-07 14:00:00,19240.134
s3.data_transfer,2019-12-07 15:00:00,27249.387
s3.data_transfer,2019-12-07 16:00:00,29074.211
s3.data_transfer,2019-12-07 17:00:00,23219.285
s3.data_transfer,2019-12-07 18:00:00,12210.14
s3.data_transfer,2019-12-07 19:00:00,3225.429
s3.data_transfer,2019-12-07 20:00:00,4552.406
s3.data_transfer,2019-12-07 21:00:00,5028.47
s3.data_transfer,2019-12-07 22:00:00,500.411
s3.data_transfer,2019-12-07 23:00:00,3276.444
s3.data_transfer,2019-12-08 00:00:00,16357.123
s3.data_transfer,2019-12-08 01:00:00,5547.125
s3.data_transfer,2019-12-08 02:00:00,32644.769
s3.data_transfer,2019-12-08 03:00:00,21104.147
s3.data_transfer,2019-12-08 04:00:00,9989.995
s3.data_transfer,2019-12-08 05:00:00,34179.2
s3.data_transfer,2019-12-08 06:00:00,17896.706
s3.data_transfer,2019-12-08 07:00:00,26972.569
s3.data_transfer,2019-12-08 08:00:00,18889.972
s3.data_transfer,2019-12-08 09:00:00,41405.135
s3.data_transfer,2019-12-08 10:00:00,19115.289
s3.data_transfer,2019-12-08 11:00:00,38356.289
s3.data_transfer,2019-12-08 12:00:00,27155.325
s3.data_transfer,2019-12-08 13:00:00,18558.729
s3.data_transfer,2019-12-08 14:00:00,21234.919
s3.data_transfer,2019-12-08 15:00:00,20195.304
s3.data_transfer,2019-12-08 16:00:00,63929.513
s3.data_transfer,2019-12-08 17:00:00,30047.658
s3.data_transfer,2019-12-08 18:00:00,27841.032
s3.data_transfer,2019-12-08 19:00:00,7802.663
s3.data_transfer,2019-12-08 20:00:00,2089.477
s3.data_transfer,2019-12-08 21:00:00,4260.968
s3.data_transfer,2019-12-08 22:00:00,385.26
s3.data_transfer,2019-12-08 23:00:00,2539.038
s3.data_transfer,2019-12-09 00:00:00,10605.413
s3.data_transfer,2019-12-09 01:00:00,10978.342
s3.data_transfer,2019-12-09 02:00:00,22503.36
s3.data_transfer,2019-12-09 03:00:00,26165.875
s3.data_transfer,2019-12-09 04:00:00,25989.211
s3.data_transfer,2019-12-09 05:00:00,25393.332
s3.data_transfer,2019-12-09 06:00:00,37775.104
s3.data_transfer,2019-12-09 07:00:00,32890.615
s3.data_transfer,2019-12-09 08:00:00,38594.668
s3.data_transfer,2019-12-09 09:00:00,16988.322
s3.data_transfer,2019-12-09 10:00:00,16966.977
s3.data_transfer,2019-12-09 11:00:00,23520.302
s3.data_transfer,2019-12-09 12:00:00,20680.523
s3.data_transfer,2019-12-09 13:00:00,25161.448
s3.data_transfer,2019-12-09 14:00:00,35568.635
s3.data_transfer,2019-12-09 15:00:00,34839.272
s3.data_transfer,2019-12-09 16:00:00,20654.338
s3.data_transfer,2019-12-09 17:00:00,75650.222
s3.data_transfer,2019-12-09 18:00:00,17736.958
s3.data_transfer,2019-12-09 19:00:00,15259.426
s3.data_transfer,2019-12-09 20:00:00,3460.721
s3.data_transfer,2019-12-09 21:00:00,8206.165
s3.data_transfer,2019-12-09 22:00:00,652.14
s3.data_transfer,2019-12-09 23:00:00,2167.785
s3.data_transfer,2019-12-10 00:00:00,5783.602
s3.data_transfer,2019-12-10 01:00:00,19861.615
s3.data_transfer,2019-12-10 02:00:00,23888.332
s3.data_transfer,2019-12-10 03:00:00,19731.498
s3.data_transfer,2019-12-10 04:00:00,10512.362
s3.data_transfer,2019-12-10 05:00:00,25811.448
s3.data_transfer,2019-12-10 06:00:00,25113.248
s3.data_transfer,2019-12-10 07:00:00,7222.654
s3.data_transfer,2019-12-10 08:00:00,15373.394
s3.data_transfer,2019-12-10 09:00:00,24290.397
s3.data_transfer,2019-12-10 10:00:00,20231.758
s3.data_transfer,2019-12-10 11:00:00,52295.729
s3.data_transfer,2019-12-10 12:00:00,29669.207
s3.data_transfer,2019-12-10 13:00:00,14530.812
s3.data_transfer,2019-12-10 14:00:00,24420.513
s3.data_transfer,2019-12-10 15:00:00,35108.864
s3.data_transfer,2019-12-10 16:00:00,47458.131
s3.data_transfer,2019-12-10 17:00:00,42938.641
s3.data_transfer,2019-12-10 18:00:00,25348.558
s3.data_transfer,2019-12-10 19:00:00,4538.471
s3.data_transfer,2019-12-10 20:00:00,5379.909
s3.data_transfer,2019-12-10 21:00:00,13063.071
s3.data_transfer,2019-12-10 22:00:00,939.122
s3.data_transfer,2019-12-10 23:00:00,2626.126
s3.data_transfer,2019-12-11 00:00:00,14029.224
s3.data_transfer,2019-12-11 01:00:00,7144.235
s3.data_transfer,2019-12-11 02:00:00,31529.954
s3.data_transfer,2019-12-11 03:00:00,25939.136
s3.data_transfer,2019-12-11 04:00:00,23538.66
s3.data_transfer,2019-12-11 05:00:00,55825.627
s3.data_transfer,2019-12-11 06:00:00,41310.263
s3.data_transfer,2019-12-11 07:00:00,13968.324
s3.data_transfer,2019-12-11 08:00:00,13871.434
s3.data_transfer,2019-12-11 09:00:00,30185.576
s3.data_transfer,2019-12-11 10:00:00,19033.547
s3.data_transfer,2019-12-11 11:00:00,21354.828
s3.data_transfer,2019-12-11 12:00:00,25277.599
s3.data_transfer,2019-12-11 13:00:00,15541.765
s3.data_transfer,2019-12-11 14:00:00,27822.563
s3.data_transfer,2019-12-11 15:00:00,29983.495
s3.data_transfer,2019-12-11 16:00:00,34335.634
s3.data_transfer,2019-12-11 17:00:00,15386.73
s3.data_transfer,2019-12-11 18:00:00,32636.684
s3.data_transfer,2019-12-11 19:00:00,4350.003
s3.data_transfer,2019-12-11 20:00:00,4023.03
s3.data_transfer,2019-12-11 21:00:00,7045.781
s3.data_transfer,2019-12-11 22:00:00,7952.711
s3.data_transfer,2019-12-11 23:00:00,305.99
s3.data_transfer,2019-12-12 00:00:00,4239.944
s3.data_transfer,2019-12-12 01:00:00,17171.916
s3.data_transfer,2019-12-12 02:00:00,7436.159
s3.data_transfer,2019-12-12 03:00:00,9735.737
s3.data_transfer,2019-12-12 04:00:00,19002.257
s3.data_transfer,2019-12-12 05:00:00,27500.806
s3.data_transfer,2019-12-12 06:00:00,19067.581
s3.data_transfer,2019-12-12 07:00:00,29203.762
s3.data_transfer,2019-12-12 08:00:00,15203.496
s3.data_transfer,2019-12-12 09:00:00,64308.013
s3.data_transfer,2019-12-12 10:00:00,21419.217
s3.data_transfer,2019-12-12 11:00:00,25471.072
s3.data_transfer,2019-12-12 12:00:00,23575.279
s3.data_transfer,2019-12-12 13:00:00,19420.147
s3.data_transfer,2019-12-12 14:00:00,11316.146
s3.data_transfer,2019-12-12 15:00:00,38010.202
s3.data_transfer,2019-12-12 16:00:00,66276.437
s3.data_transfer,2019-12-12 17:00:00,51620.586
s3.data_transfer,2019-12-12 18:00:00,24630.391
s3.data_transfer,2019-12-12 19:00:00,1818.513
s3.data_transfer,2019-12-12 20:00:00,1276.356
s3.data_transfer,2019-12-12 21:00:00,2186.047
s3.data_transfer,2019-12-12 22:00:00,5327.399
s3.data_transfer,2019-12-12 23:00:00,13808.33
s3.data_transfer,2019-12-13 00:00:00,21706.262
s3.data_transfer,2019-12-13 01:00:00,65637.018
s3.data_transfer,2019-12-13 02:00:00,15004.301
s3.data_transfer,2019-12-13 03:00:00,23957.692
s3.data_transfer,2019-12-13 04:00:00,42460.199
s3.data_transfer,2019-12-13 05:00:00,25848.478
s3.data_transfer,2019-12-13 06:00:00,42129.998
s3.data_transfer,2019-12-13 07:00:00,36519.665
s3.data_transfer,2019-12-13 08:00:00,34540.808
s3.data_transfer,2019-12-13 09:00:00,66985.977
s3.data_transfer,2019-12-13 10:00:00,14859.493
s3.data_transfer,2019-12-13 11:00:00,19255.676
s3.data_transfer,2019-12-13 12:00:00,10644.407
s3.data_transfer,2019-12-13 13:00:00,48083.313
s3.data_transfer,2019-12-13 14:00:00,69750.4
s3.data_transfer,2019-12-13 15:00:00,69686.61
s3.data_transfer,2019-12-13 16:00:00,49026.722
s3.data_transfer,2019-12-13 17:00:00,45264.855
s3.data_transfer,2019-12-13 18:00:00,19546.141
s3.data_transfer,2019-12-13 19:00:00,14015.317
s3.data_transfer,2019-12-13 20:00:00,13392.356
s3.data_transfer,2019-12-13 21:00:00,19965.746
s3.data_transfer,2019-12-13 22:00:00,4777.119
s3.data_transfer,2019-12-13 23:00:00,5051.83
s3.data_transfer,2019-12-14 00:00:00,6394.764
s3.data_transfer,2019-12-14 01:00:00,30424.135
s3.data_transfer,2019-12-14 02:00:00,15350.955
s3.data_transfer,2019-12-14 03:00:00,27416.062
s3.data_transfer,2019-12-14 04:00:00,65887.926
s3.data_transfer,2019-12-14 05:00:00,27233.056
s3.data_transfer,2019-12-14 06:00:00,43272.649
s3.data_transfer,2019-12-14 07:00:00,26854.149
s3.data_transfer,2019-12-14 08:00:00,24271.177
s3.data_transfer,2019-12-14 09:00:00,15426.604
s3.data_transfer,2019-12-14 10:00:00,23830.701
s3.data_transfer,2019-12-14 11:00:00,9008.347
s3.data_transfer,2019-12-14 12:00:00,9536.053
s3.data_transfer,2019-12-14 13:00:00,34452.879
s3.data_transfer,2019-12-14 14:00:00,24900.063
s3.data_transfer,2019-12-14 15:00:00,25084.172
s3.data_transfer,2019-12-14 16:00:00,10141.442
s3.data_transfer,2019-12-14 17:00:00,13268.191
s3.data_transfer,2019-12-14 18:00:00,34881.171
s3.data_transfer,2019-12-14 19:00:00,9157.929
s3.data_transfer,2019-12-14 20:00:00,4574.106
s3.data_transfer,2019-12-14 21:00:00,2530.398
s3.data_transfer,2019-12-14 22:00:00,5363.534
s3.data_transfer,2019-12-14 23:00:00,17847.793
s3.data_transfer,2019-12-15 00:00:00,9487.358
s3.data_transfer,2019-12-15 01:00:00,8343.436
s3.data_transfer,2019-12-15 02:00:00,19904.578
s3.data_transfer,2019-12-15 03:00:00,19339.697
s3.data_transfer,2019-12-15 04:00:00,13303.593
s3.data_transfer,2019-12-15 05:00:00,34690.765
s3.data_transfer,2019-12-15 06:00:00,22389.921
s3.data_transfer,2019-12-15 07:00:00,11502.521
s3.data_transfer,2019-12-15 08:00:00,17736.647
s3.data_transfer,2019-12-15 09:00:00,28836.541
s3.data_transfer,2019-12-15 10:00:00,23774.336
s3.data_transfer,2019-12-15 11:00:00,36858.737
s3.data_transfer,2019-12-15 12:00:00,17660.414
s3.data_transfer,2019-12-15 13:00:00,24976.109
s3.data_transfer,2019-12-15 14:00:00,15749.178
s3.data_transfer,2019-12-15 15:00:00,21573.655
s3.data_transfer,2019-12-15 16:00:00,28220.229
s3.data_transfer,2019-12-15 17:00:00,49666.258
s3.data_transfer,2019-12-15 18:00:00,10236.715
s3.data_transfer,2019-12-15 19:00:00,3005.177
s3.data_transfer,2019-12-15 20:00:00,3666.347
s3.data_transfer,2019-12-15 21:00:00,2627.996
s3.data_transfer,2019-12-15 22:00:00,4557.114
s3.data_transfer,2019-12-15 23:00:00,3469.079
s3.data_transfer,2019-12-16 00:00:00,11451.526
s3.data_transfer,2019-12-16 01:00:00,15898.151
s3.data_transfer,2019-12-16 02:00:00,34643.754
s3.data_transfer,2019-12-16 03:00:00,50413.184
s3.data_transfer,2019-12-16 04:00:00,18563.6
s3.data_transfer,2019-12-16 05:00:00,21218.762
s3.data_transfer,2019-12-16 06:00:00,21353.504
s3.data_transfer,2019-12-16 07:00:00,13307.914
s3.data_transfer,2019-12-16 08:00:00,29312.368
s3.data_transfer,2019-12-16 09:00:00,22233.332
s3.data_transfer,2019-12-16 10:00:00,37689.328
s3.data_transfer,2019-12-16 11:00:00,17704.39
s3.data_transfer,2019-12-16 12:00:00,26897.423
s3.data_transfer,2019-12-16 13:00:00,45622.006
s3.data_transfer,2019-12-16 14:00:00,14325.095
s3.data_transfer,2019-12-16 15:00:00,25967.26
s3.data_transfer,2019-12-16 16:00:00,45098.627
s3.data_transfer,2019-12-16 17:00:00,22788.792
s3.data_transfer,2019-12-16 18:00:00,9833.989
s3.data_transfer,2019-12-16 19:00:00,4780.878
s3.data_transfer,2019-12-16 20:00:00,39368.477
s3.data_transfer,2019-12-16 21:00:00,2929.673
s3.data_transfer,2019-12-16 22:00:00,3373.422
s3.data_transfer,2019-12-16 23:00:00,14481.875
s3.data_transfer,2019-12-17 00:00:00,8976.979
s3.data_transfer,2019-12-17 01:00:00,9724.907
s3.data_transfer,2019-12-17 02:00:00,7255.698
s3.data_transfer,2019-12-17 03:00:00,19862.028
s3.data_transfer,2019-12-17 04:00:00,9316.34
s3.data_transfer,2019-12-17 05:00:00,27270.444
s3.data_transfer,2019-12-17 06:00:00,12902.542
s3.data_transfer,2019-12-17 07:00:00,31964.576
s3.data_transfer,2019-12-17 08:00:00,24132.368
s3.data_transfer,2019-12-17 09:00:00,27092.229
s3.data_transfer,2019-12-17 10:00:00,6443.062
s3.data_transfer,2019-12-17 11:00:00,9027.728
s3.data_transfer,2019-12-17 12:00:00,19172.833
s3.data_transfer,2019-12-17 13:00:00,13529.088
s3.data_transfer,2019-12-17 14:00:00,34213.762
s3.data_transfer,2019-12-17 15:00:00,25237.794
s3.data_transfer,2019-12-17 16:00:00,31844.174
s3.data_transfer,2019-12-17 17:00:00,17759.425
s3.data_transfer,2019-12-17 18:00:00,13024.455
s3.data_transfer,2019-12-17 19:00:00,35005.226
s3.data_transfer,2019-12-17 20:00:00,20385.15
s3.data_transfer,2019-12-17 21:00:00,3116.788
s3.data_transfer,2019-12-17 22:00:00,10518.285
s3.data_transfer,2019-12-17 23:00:00,9245.955
s3.data_transfer,2019-12-18 00:00:00,35638.649
s3.data_transfer,2019-12-18 01:00:00,21948.434
s3.data_transfer,2019-12-18 02:00:00,16443.548
s3.data_transfer,2019-12-18 03:00:00,36255.388
s3.data_transfer,2019-12-18 04:00:00,17048.221
s3.data_transfer,2019-12-18 05:00:00,25072.708
s3.data_transfer,2019-12-18 06:00:00,30039.277
s3.data_transfer,2019-12-18 07:00:00,28869.992
s3.data_transfer,2019-12-18 08:00:00,25537.666
s3.data_transfer,2019-12-18 09:00:00,60687.495
s3.data_transfer,2019-12-18 10:00:00,16681.46
s3.data_transfer,2019-12-18 11:00:00,21084.99
s3.data_transfer,2019-12-18 12:00:00,30583.774
s3.data_transfer,2019-12-18 13:00:00,28088.865
s3.data_transfer,2019-12-18 14:00:00,17986.646
s3.data_transfer,2019-12-18 15:00:00,37717.13
s3.data_transfer,2019-12-18 16:00:00,30338.886
s3.data_transfer,2019-12-18 17:00:00,24733.97
s3.data_transfer,2019-12-18 18:00:00,32321.961
s3.data_transfer,2019-12-18 19:00:00,37977.889
s3.data_transfer,2019-12-18 20:00:00,8927.802
s3.data_transfer,2019-12-18 21:00:00,2365.396
s3.data_transfer,2019-12-18 22:00:00,2468.507
s3.data_transfer,2019-12-18 23:00:00,7006.968
s3.data_transfer,2019-12-19 00:00:00,18617.204
s3.data_transfer,2019-12-19 01:00:00,13284.561
s3.data_transfer,2019-12-19 02:00:00,35622.39
s3.data_transfer,2019-12-19 03:00:00,16720.798
s3.data_transfer,2019-12-19 04:00:00,24606.047
s3.data_transfer,2019-12-19 05:00:00,41972.303
s3.data_transfer,2019-12-19 06:00:00,60394.475
s3.data_transfer,2019-12-19 07:00:00,50995.288
s3.data_transfer,2019-12-19 08:00:00,33768.857
s3.data_transfer,2019-12-19 09:00:00,39188.809
s3.data_transfer,2019-12-19 10:00:00,32479.784
s3.data_transfer,2019-12-19 11:00:00,75158.375
s3.data_transfer,2019-12-19 12:00:00,33993.432
s3.data_transfer,2019-12-19 13:00:00,31474.133
s3.data_transfer,2019-12-19 14:00:00,21542.751
s3.data_transfer,2019-12-19 15:00:00,72881.346
s3.data_transfer,2019-12-19 16:00:00,64910.384
s3.data_transfer,2019-12-19 17:00:00,47741.516
s3.data_transfer,2019-12-19 18:00:00,25725.469
s3.data_transfer,2019-12-19 19:00:00,31583.959
s3.data_transfer,2019-12-19 20:00:00,25590.899
s3.data_transfer,2019-12-19 21:00:00,7988.612
s3.data_transfer,2019-12-19 22:00:00,2872.968
s3.data_transfer,2019-12-19 23:00:00,24139.567
s3.data_transfer,2019-12-20 00:00:00,14403.444
s3.data_transfer,2019-12-20 01:00:00,17602.032
s3.data_transfer,2019-12-20 02:00:00,20240.7
s3.data_transfer,2019-12-20 03:00:00,44205.667
s3.data_transfer,2019-12-20 04:00:00,26764.947
s3.data_transfer,2019-12-20 05:00:00,38355.457
s3.data_transfer,2019-12-20 06:00:00,52054.322
s3.data_transfer,2019-12-20 07:00:00,65655.938
s3.data_transfer,2019-12-20 08:00:00,20453.975
s3.data_transfer,2019-12-20 09:00:00,47017.16
s3.data_transfer,2019-12-20 10:00:00,17368.159
s3.data_transfer,2019-12-20 11:00:00,17855.01
s3.data_transfer,2019-12-20 12:00:00,20582.023
s3.data_transfer,2019-12-20 13:00:00,41878.836
s3.data_transfer,2019-12-20 14:00:00,55341.402
s3.data_transfer,2019-12-20 15:00:00,42434.663
s3.data_transfer,2019-12-20 16:00:00,25160.956
s3.data_transfer,2019-12-20 17:00:00,81541.136
s3.data_transfer,2019-12-20 18:00:00,32896.124
s3.data_transfer,2019-12-20 19:00:00,5166.971
s3.data_transfer,2019-12-20 20:00:00,39294.651
s3.data_transfer,2019-12-20 21:00:00,3832.078
s3.data_transfer,2019-12-20 22:00:00,6740.514
s3.data_transfer,2019-12-20 23:00:00,2056.073
s3.data_transfer,2019-12-21 00:00:00,7925.635
s3.data_transfer,2019-12-21 01:00:00,19525.795
s3.data_transfer,2019-12-21 02:00:00,26798.892
s3.data_transfer,2019-12-21 03:00:00,14283.544
s3.data_transfer,2019-12-21 04:00:00,12003.921
s3.data_transfer,2019-12-21 05:00:00,16931.37
s3.data_transfer,2019-12-21 06:00:00,32773.524
s3.data_transfer,2019-12-21 07:00:00,39025.723
s3.data_transfer,2019-12-21 08:00:00,41815.652
s3.data_transfer,2019-12-21 09:00:00,43077.655
s3.data_transfer,2019-12-21 10:00:00,36775.898
s3.data_transfer,2019-12-21 11:00:00,13100.246
s3.data_transfer,2019-12-21 12:00:00,26729.727
s3.data_transfer,2019-12-21 13:00:00,16105.3
s3.data_transfer,2019-12-21 14:00:00,37292.835
s3.data_transfer,2019-12-21 15:00:00,26601.299
s3.data_transfer,2019-12-21 16:00:00,40047.064
s3.data_transfer,2019-12-21 17:00:00,33869.556
s3.data_transfer,2019-12-21 18:00:00,14406.995
s3.data_transfer,2019-12-21 19:00:00,16569.424
s3.data_transfer,2019-12-21 20:00:00,22632.381
s3.data_transfer,2019-12-21 21:00:00,14095.11
s3.data_transfer,2019-12-21 22:00:00,7395.594
s3.data_transfer,2019-12-21 23:00:00,20426.052
s3.data_transfer,2019-12-22 00:00:00,36537.839
s3.data_transfer,2019-12-22 01:00:00,27624.684
s3.data_transfer,2019-12-22 02:00:00,18103.162
s3.data_transfer,2019-12-22 03:00:00,35906.022
s3.data_transfer,2019-12-22 04:00:00,16535.23
s3.data_transfer,2019-12-22 05:00:00,26232.379
