metric_name,date,p10,p50,p90
s3.request,2020-01-01T03:00:00Z,3075.4199705754777,5308.2004435332365,7540.980916490995
s3.request,2020-01-01T04:00:00Z,3795.328378021693,6028.814145692175,8262.299913362656
s3.request,2020-01-01T05:00:00Z,4353.867665659748,6588.05850539384,8822.249345127933
s3.request,2020-01-01T06:00:00Z,4664.924841998508,6899.820531357825,9134.716220717142
s3.request,2020-01-01T07:00:00Z,4679.811900227793,6915.412216984341,9151.01253374089
s3.request,2020-01-01T08:00:00Z,4375.617979953891,6611.922702089743,8848.227424225595
s3.request,2020-01-01T09:00:00Z,3785.8757281913595,6022.884633898317,8259.893539605273
s3.request,2020-01-01T10:00:00Z,3080.618747617488,5318.3316152967545,7556.044482976021
s3.request,2020-01-01T11:00:00Z,2598.0479013045247,4836.464509566376,7074.8811178282285
s3.request,2020-01-01T12:00:00Z,2717.73721425745,4956.857341920908,7195.977469584366
s3.request,2020-01-01T13:00:00Z,3596.458651769787,5836.282077862288,8076.105503954789
s3.request,2020-01-01T14:00:00Z,4953.667440596247,7194.193944353316,9434.720448110384
s3.request,2020-01-01T15:00:00Z,6119.985607621549,8361.214968486474,10602.4443293514
s3.request,2020-01-01T16:00:00Z,6385.522939935847,8627.454937559354,10869.386935182862
s3.request,2020-01-01T17:00:00Z,5436.399269819283,7679.03368405921,9921.668098299137
s3.request,2020-01-01T18:00:00Z,3566.6929477726558,5810.029558693626,8053.366169614597
s3.request,2020-01-01T19:00:00Z,1504.519023537278,3748.5576114103815,5992.5961992834855
s3.request,2020-01-01T20:00:00Z,-20.540123614186086,2224.2002216882815,4468.940566990749
s3.request,2020-01-01T21:00:00Z,-655.9327641533714,1589.5091192615096,3834.9510026763905
s3.request,2020-01-01T22:00:00Z,-505.96053854480715,1740.182663871035,3986.325866286877
s3.request,2020-01-01T23:00:00Z,81.10769211251227,2327.9519946230407,4574.796297133569
s3.request,2020-01-02T00:00:00Z,801.0072117496543,3048.5523956534507,5296.097579557247
s3.request,2020-01-02T01:00:00Z,1533.7878773287166,3782.033724128901,6030.279570929086
s3.storage,2019-12-26T10:00:00Z,-2746.592729860101,-441.95174644277995,1862.689236974541
s3.storage,2019-12-26T11:00:00Z,-3829.703260335358,-570.4487251857161,2688.8058099639265
s3.storage,2019-12-26T12:00:00Z,-4418.410215617381,-426.65493913308,3565.1003373512217
s3.storage,2019-12-26T13:00:00Z,-4815.706658323302,-206.42469148865968,4402.857275345982
s3.storage,2019-12-26T14:00:00Z,-5235.720003258031,-82.38610060493608,5070.947802048158
s3.storage,2019-12-26T15:00:00Z,-5721.308326324847,-76.11387664638357,5569.08057303208
s3.storage,2019-12-26T16:00:00Z,-6181.682653774794,-84.17575036522987,6013.331153044334
s3.storage,2019-12-26T17:00:00Z,-6529.333029111432,-10.823958812146543,6507.685111487138
s3.storage,2019-12-26T18:00:00Z,-6780.619979487895,133.30297076406782,7047.225921016031
s3.storage,2019-12-26T19:00:00Z,-7030.241762165151,257.672934403927,7545.587630973005
s3.storage,2019-12-26T20:00:00Z,-7342.902976670186,300.7264418007484,7944.355860271682
s3.storage,2019-12-26T21:00:00Z,-7685.448997848438,298.0615551201654,8281.572108088769
s3.storage,2019-12-26T22:00:00Z,-7971.234893221912,338.26634402499064,8647.767581271894
s3.storage,2019-12-26T23:00:00Z,-8164.277919007477,458.8990404579008,9082.07599992328
s3.storage,2019-12-27T00:00:00Z,-8325.728218855089,600.107928907279,9525.944076669646
s3.storage,2019-12-27T01:00:00Z,-8547.69997661797,670.8639570513133,9889.427890720597
s3.storage,2019-12-27T02:00:00Z,-8843.846670662719,658.4315330942543,10160.709736851226
s3.storage,2019-12-27T03:00:00Z,-9120.160074036758,657.6035314121716,10435.3671368611
s3.storage,2019-12-27T04:00:00Z,-9271.691121011332,774.0060268469665,10819.703174705264
s3.storage,2019-12-27T05:00:00Z,-9316.412158411014,990.2556468951744,11296.923452201365
s3.storage,2019-12-27T06:00:00Z,-9424.922248277091,1136.269507930247,11697.461264137584
s3.storage,2019-12-27T07:00:00Z,-9795.404785031627,1014.31960432394,11824.043993679508
s3.storage,2019-12-27T08:00:00Z,-10474.747077482027,577.9228007091884,11630.592678900402
s3.storage,2019-12-27T09:00:00Z,-11290.388899356927,9.094947017729282E-13,11290.388899356927
s3.storage,2019-12-27T10:00:00Z,-11965.156663529386,-441.95174644277995,11081.253170643824
s3.storage,2019-12-27T11:00:00Z,-12321.8580714563,-570.4487251857161,11180.960621084869
s3.storage,2019-12-27T12:00:00Z,-12401.920768585987,-426.65493913308,11548.610890319826
s3.storage,2019-12-27T13:00:00Z,-12401.438498307787,-206.42469148865968,11988.58911533047
s3.storage,2019-12-27T14:00:00Z,-12493.257617583746,-82.38610060493608,12328.485416373875
s3.storage,2019-12-27T15:00:00Z,-12699.152412331945,-76.11387664638357,12546.92465903918
s3.storage,2019-12-27T16:00:00Z,-12915.873686953724,-84.17575036522987,12747.522186223265
s3.storage,2019-12-27T17:00:00Z,-13047.842099410716,-10.823958812146543,13026.194181786423
s3.storage,2019-12-27T18:00:00Z,-13105.851536255743,133.30297076406782,13372.457477783877
s3.storage,2019-12-27T19:00:00Z,-13180.577774791436,257.672934403927,13695.92364359929
s3.storage,2019-12-27T20:00:00Z,-13333.71348749728,300.7264418007484,13935.166371098778
s3.storage,2019-12-27T21:00:00Z,-13529.78434538376,298.0615551201654,14125.907455624092
s3.storage,2019-12-27T22:00:00Z,-13680.317475695529,338.26634402499064,14356.85016374551
s3.storage,2019-12-27T23:00:00Z,-13747.862109536025,458.8990404579008,14665.660190451825
s3.storage,2019-12-28T00:00:00Z,-13792.370399560805,600.107928907279,14992.586257375362
s3.storage,2019-12-28T01:00:00Z,-13904.965436086843,670.8639570513133,15246.69335018947
s3.storage,2019-12-28T02:00:00Z,-14098.471006406271,658.4315330942543,15415.334072594778
s3.storage,2019-12-28T03:00:00Z,-14278.177085039173,657.6035314121716,15593.384147863515
s3.storage,2019-12-28T04:00:00Z,-14338.535542499021,774.0060268469665,15886.547596192953
s3.storage,2019-12-28T05:00:00Z,-14297.003190046693,990.2556468951744,16277.514483837043
s3.storage,2019-12-28T06:00:00Z,-14323.732200029039,1136.269507930247,16596.271215889534
s3.storage,2019-12-28T07:00:00Z,-14616.516037846659,1014.31960432394,16645.155246494538
s3.storage,2019-12-28T08:00:00Z,-15221.899759528555,577.9228007091884,16377.74536094693
s3.storage,2019-12-28T09:00:00Z,-15967.021105937205,9.094947017729282E-13,15967.021105937209
s3.storage,2019-12-28T10:00:00Z,-16574.438630364028,-441.95174644277995,15690.535137478466
s3.storage,2019-12-28T11:00:00Z,-16866.72140093393,-570.4487251857161,15725.823950562497
s3.storage,2019-12-28T12:00:00Z,-16885.083575694487,-426.65493913308,16031.773697428325
s3.storage,2019-12-28T13:00:00Z,-16825.427165982466,-206.42469148865968,16412.577783005145
s3.storage,2019-12-28T14:00:00Z,-16860.425715222555,-82.38610060493608,16695.65351401268
s3.storage,2019-12-28T15:00:00Z,-17011.697225681775,-76.11387664638357,16859.469472389006
s3.storage,2019-12-28T16:00:00Z,-17175.850724883425,-84.17575036522987,17007.499224152965
s3.storage,2019-12-28T17:00:00Z,-17257.177877742903,-10.823958812146543,17235.52996011861
s3.storage,2019-12-28T18:00:00Z,-17266.354886776266,133.30297076406782,17532.9608283044
s3.storage,2019-12-28T19:00:00Z,-17293.949885777456,257.672934403927,17809.29575458531
s3.storage,2019-12-28T20:00:00Z,-17401.556848338936,300.7264418007484,18003.00973194043
s3.storage,2019-12-28T21:00:00Z,-17553.61074040457,298.0615551201654,18149.7338506449
s3.storage,2019-12-28T22:00:00Z,-17661.555149791337,338.26634402499064,18338.087837841314
s3.storage,2019-12-28T23:00:00Z,-17687.862209740408,458.8990404579008,18605.66029065621
s3.storage,2019-12-29T00:00:00Z,-17692.41278132141,600.107928907279,18892.62863913597
s3.storage,2019-12-29T01:00:00Z,-17766.263910287256,670.8639570513133,19107.99182438988
s3.storage,2019-12-29T02:00:00Z,-17922.17809250843,658.4315330942543,19239.041158696942
s3.storage,2019-12-29T03:00:00Z,-18065.38832676813,657.6035314121716,19380.595389592476
s3.storage,2019-12-29T04:00:00Z,-18090.29343493885,774.0060268469665,19638.305488632785
s3.storage,2019-12-29T05:00:00Z,-18014.30076061877,990.2556468951744,19994.812054409118
s3.storage,2019-12-29T06:00:00Z,-18007.51628038305,1136.269507930247,20280.055296243543
s3.storage,2019-12-29T07:00:00Z,-18267.690259050596,1014.31960432394,20296.329467698477
s3.storage,2019-12-29T08:00:00Z,-18841.32729896561,577.9228007091884,19997.172900383986
s3.storage,2019-12-29T09:00:00Z,-19555.527210897857,9.094947017729282E-13,19555.527210897857
s3.storage,2019-12-29T10:00:00Z,-20132.81294037265,-441.95174644277995,19248.909447487087
s3.storage,2019-12-29T11:00:00Z,-20395.720088298505,-570.4487251857161,19254.82263792707
s3.storage,2019-12-29T12:00:00Z,-20385.43132155459,-426.65493913308,19532.12144328843
s3.storage,2019-12-29T13:00:00Z,-20297.818987205257,-206.42469148865968,19884.969604227936
s3.storage,2019-12-29T14:00:00Z,-20305.528655816288,-82.38610060493608,20140.756454606413
s3.storage,2019-12-29T15:00:00Z,-20430.151924926802,-76.11387664638357,20277.924171634033
s3.storage,2019-12-29T16:00:00Z,-20568.27287309177,-84.17575036522987,20399.92137236131
s3.storage,2019-12-29T17:00:00Z,-20624.159569424526,-10.823958812146543,20602.511651800232
s3.storage,2019-12-29T18:00:00Z,-20608.46587999182,133.30297076406782,20875.071821519956
s3.storage,2019-12-29T19:00:00Z,-20611.73877557568,257.672934403927,21127.084644383533
s3.storage,2019-12-29T20:00:00Z,-20695.55216139655,300.7264418007484,21297.005044998044
s3.storage,2019-12-29T21:00:00Z,-20824.32195729451,298.0615551201654,21420.44506753484
s3.storage,2019-12-29T22:00:00Z,-20909.4736606902,338.26634402499064,21586.00634874018
s3.storage,2019-12-29T23:00:00Z,-20913.462208838373,458.8990404579008,21831.260289754176
s3.storage,2019-12-30T00:00:00Z,-20896.152104709447,600.107928907279,22096.367962524007
s3.storage,2019-12-30T01:00:00Z,-20948.584821659824,670.8639570513133,22290.312735762447
s3.storage,2019-12-30T02:00:00Z,-21083.508020629128,658.4315330942543,22400.37108681764
s3.storage,2019-12-30T03:00:00Z,-21206.14055829506,657.6035314121716,22521.347621119407
s3.storage,2019-12-30T04:00:00Z,-21210.867765891868,774.0060268469665,22758.879819585803
s3.storage,2019-12-30T05:00:00Z,-21115.084109487256,990.2556468951744,23095.595403277603
s3.storage,2019-12-30T06:00:00Z,-21088.88326561775,1136.269507930247,23361.422281478244
s3.storage,2019-12-30T07:00:00Z,-21330.00374345267,1014.31960432394,23358.642952100552
s3.storage,2019-12-30T08:00:00Z,-21884.938903277725,577.9228007091884,23040.7845046961
s3.storage,2019-12-30T09:00:00Z,-22580.777798713854,9.094947017729282E-13,22580.777798713854
s3.storage,2019-12-30T10:00:00Z,-23140.03307631151,-441.95174644277995,22256.129583425947
s3.storage,2019-12-30T11:00:00Z,-23385.23047123321,-570.4487251857161,22244.333020861777
s3.storage,2019-12-30T12:00:00Z,-23357.543194545884,-426.65493913308,22504.233316279722
s3.storage,2019-12-30T13:00:00Z,-23252.83452566187,-206.42469148865968,22839.98514268455
s3.storage,2019-12-30T14:00:00Z,-23243.741335286744,-82.38610060493608,23078.96913407687
s3.storage,2019-12-30T15:00:00Z,-23351.846869821253,-76.11387664638357,23199.619116528484
s3.storage,2019-12-30T16:00:00Z,-23473.72718753511,-84.17575036522987,23305.37568680465
s3.storage,2019-12-30T17:00:00Z,-23513.642651353315,-10.823958812146543,23491.99473372902
s3.storage,2019-12-30T18:00:00Z,-23482.239719525933,133.30297076406782,23748.845661054067
s3.storage,2019-12-30T19:00:00Z,-23470.05823862136,257.672934403927,23985.404107429214
s3.storage,2019-12-30T20:00:00Z,-23538.665259369038,300.7264418007484,24140.118142970532
s3.storage,2019-12-30T21:00:00Z,-23652.470103785647,298.0615551201654,24248.59321402598
s3.storage,2019-12-30T22:00:00Z,-23722.891915848875,338.26634402499064,24399.424603898853
s3.storage,2019-12-30T23:00:00Z,-23712.37951217855,458.8990404579008,24630.177593094355
s3.storage,2019-12-31T00:00:00Z,-23680.791497011644,600.107928907279,24881.007354826204
s3.storage,2019-12-31T01:00:00Z,-23719.16365658694,670.8639570513133,25060.89157068957
s3.storage,2019-12-31T02:00:00Z,-23840.238166636045,658.4315330942543,25157.101232824556
s3.storage,2019-12-31T03:00:00Z,-23949.228591372954,657.6035314121716,25264.4356541973
s3.storage,2019-12-31T04:00:00Z,-23940.515153652905,774.0060268469665,25488.52720734684
s3.storage,2019-12-31T05:00:00Z,-23831.487387062447,990.2556468951744,25811.998680852794
s3.storage,2019-12-31T06:00:00Z,-23792.234203810465,1136.269507930247,26064.77321967096
s3.storage,2019-12-31T07:00:00Z,-24020.489509562212,1014.31960432394,26049.128718210093
s3.storage,2019-12-31T08:00:00Z,-24562.742214981306,577.9228007091884,25718.587816399682
s3.storage,2019-12-31T09:00:00Z,-25246.077071371124,9.094947017729282E-13,25246.077071371124
s3.storage,2019-12-31T10:00:00Z,-25793.00256403331,-441.95174644277995,24909.09907114775
s3.storage,2019-12-31T11:00:00Z,-26026.0404020355,-570.4487251857161,24885.142951664067
s3.storage,2019-12-31T12:00:00Z,-25986.359899890176,-426.65493913308,25133.050021624014
s3.storage,2019-12-31T13:00:00Z,-25869.82056466565,-206.42469148865968,25456.97118168833
s3.storage,2019-12-31T14:00:00Z,-25849.055613870416,-82.38610060493608,25684.28341266054
s3.storage,2019-12-31T15:00:00Z,-25945.644755042522,-76.11387664638357,25793.417001749753
s3.storage,2019-12-31T16:00:00Z,-26056.160617347152,-84.17575036522987,25887.809116616692
s3.storage,2019-12-31T17:00:00Z,-26084.860240009286,-10.823958812146543,26063.212322384992
s3.storage,2019-12-31T18:00:00Z,-26042.38685883988,133.30297076406782,26308.992800368014
s3.storage,2019-12-31T19:00:00Z,-26019.277195283466,257.672934403927,26534.62306409132
s3.storage,2019-12-31T20:00:00Z,-26077.095268502115,300.7264418007484,26678.54815210361
s3.storage,2019-12-31T21:00:00Z,-26180.247458919453,298.0615551201654,26776.370569159786
s3.storage,2019-12-31T22:00:00Z,-26240.150055478924,338.26634402499064,26916.6827435289
s3.storage,2019-12-31T23:00:00Z,-26219.249103067075,458.8990404579008,27137.04718398288
s3.storage,2020-01-01T00:00:00Z,-26177.40051437982,600.107928907279,27377.61637219438
s3.storage,2020-01-01T01:00:00Z,-26205.637461339415,670.8639570513133,27547.365375442037
s3.storage,2020-01-01T02:00:00Z,-26316.69957975125,658.4315330942543,27633.56264593976
s3.storage,2020-01-01T03:00:00Z,-26415.797965585803,657.6035314121716,27731.00502841015
s3.storage,2020-01-01T04:00:00Z,-26397.310442549562,774.0060268469665,27945.322496243498
s3.storage,2020-01-01T05:00:00Z,-26278.624211700884,990.2556468951744,28259.13550549123
s3.storage,2020-01-01T06:00:00Z,-26229.825916974503,1136.269507930247,28502.364932834997
s3.storage,2020-01-01T07:00:00Z,-26448.647257751236,1014.31960432394,28477.286466399117
s3.storage,2020-01-01T08:00:00Z,-26981.574998232758,577.9228007091884,28137.420599651134
s3.storage,2020-01-01T09:00:00Z,-27655.69180100785,9.094947017729282E-13,27655.69180100785
s3.storage,2020-01-01T10:00:00Z,-28193.504118423334,-441.95174644277995,27309.600625537772
s3.storage,2020-01-01T11:00:00Z,-28417.531680447413,-570.4487251857161,27276.63423007598
s3.storage,2020-01-01T12:00:00Z,-28368.941874523196,-426.65493913308,27515.631996257034
s3.storage,2020-01-01T13:00:00Z,-28243.5923309297,-206.42469148865968,27830.742947952378
s3.storage,2020-01-01T14:00:00Z,-28214.11443898768,-82.38610060493608,28049.342237777804
s3.storage,2020-01-01T15:00:00Z,-28302.086125038702,-76.11387664638357,28149.858371745933
s3.storage,2020-01-01T16:00:00Z,-28404.078282497296,-84.17575036522987,28235.726781766836
s3.storage,2020-01-01T17:00:00Z,-28424.346258799997,-10.823958812146543,28402.698341175703
s3.storage,2020-01-01T18:00:00Z,-28373.53164050687,133.30297076404997,28640.137582034968
s3.storage,2020-01-01T19:00:00Z,-28342.16954098045,257.672934403927,28857.515409788302
s3.storage,2020-01-01T20:00:00Z,-28391.822411154913,300.7264418007484,28993.275294756408
s3.storage,2020-01-01T21:00:00Z,-28486.89510181599,298.06155512017665,29083.018212056344
s3.storage,2020-01-01T22:00:00Z,-28538.802409644257,338.26634402499064,29215.335097694235
s3.storage,2020-01-01T23:00:00Z,-28509.988923469664,458.8990404579008,29427.787004385467
s3.storage,2020-01-02T00:00:00Z,-28460.3091350138,600.107928907257,29660.524992828316
s3.storage,2020-01-02T01:00:00Z,-28480.794829225,670.8639570513133,29822.522743327623
